#model:pLinear_up	end_point_b=0.20
#t	l_1	l_2	l_3	l_2-l_1	l_3-l_1	phase_1	phase_2	phase_3	RePsi_1	RePsi_2	RePsi_3	ImPsi_1	ImPsi_2	ImPsi_3
0.110891	-1690.979074	-1578.328061	3269.307135	112.651013	4960.286209	2.568157	-2.488463	-1.255661	0.347334	-0.456923	-0.149528	-0.537812	-0.597164	0.048746
0.110909	-1690.986034	-1578.333428	3269.319462	112.652606	4960.305496	2.569663	-2.485255	-1.177018	0.346197	-0.459123	-0.145419	-0.537829	-0.596068	0.060418
0.110927	-1690.992994	-1578.338795	3269.331789	112.654200	4960.324784	2.571167	-2.482051	-1.098467	0.345064	-0.461319	-0.140399	-0.537844	-0.594965	0.071730
0.110945	-1690.999955	-1578.344162	3269.344117	112.655794	4960.344072	2.572667	-2.478850	-1.020004	0.343934	-0.463509	-0.134499	-0.537856	-0.593855	0.082609
0.110964	-1691.006916	-1578.349528	3269.356444	112.657388	4960.363359	2.574164	-2.475653	-0.941624	0.342808	-0.465695	-0.127758	-0.537867	-0.592739	0.092989
0.110982	-1691.013877	-1578.354894	3269.368771	112.658982	4960.382648	2.575659	-2.472460	-0.863323	0.341685	-0.467876	-0.120217	-0.537877	-0.591617	0.102803
0.111000	-1691.020838	-1578.360260	3269.381098	112.660577	4960.401936	2.577150	-2.469271	-0.785104	0.340565	-0.470053	-0.111927	-0.537884	-0.590489	0.111992
0.111018	-1691.027799	-1578.365626	3269.393425	112.662173	4960.421224	2.578640	-2.466086	-0.706946	0.339447	-0.472224	-0.102932	-0.537891	-0.589354	0.120496
0.111036	-1691.034760	-1578.370992	3269.405752	112.663769	4960.440513	2.580129	-2.462904	-0.628851	0.338332	-0.474391	-0.093292	-0.537897	-0.588214	0.128262
0.111055	-1691.041722	-1578.376357	3269.418079	112.665365	4960.459801	2.581616	-2.459726	-0.550812	0.337220	-0.476554	-0.083069	-0.537903	-0.587068	0.135242
0.111073	-1691.048684	-1578.381722	3269.430406	112.666961	4960.479090	2.583102	-2.456552	-0.472821	0.336110	-0.478713	-0.072325	-0.537907	-0.585916	0.141393
0.111091	-1691.055646	-1578.387087	3269.442733	112.668558	4960.498379	2.584588	-2.453381	-0.394873	0.335003	-0.480867	-0.061129	-0.537911	-0.584758	0.146675
0.111109	-1691.062608	-1578.392452	3269.455060	112.670155	4960.517668	2.586073	-2.450214	-0.316961	0.333897	-0.483017	-0.049549	-0.537914	-0.583595	0.151055
0.111127	-1691.069570	-1578.397817	3269.467387	112.671753	4960.536957	2.587558	-2.447050	-0.239078	0.332793	-0.485163	-0.037659	-0.537917	-0.582427	0.154507
0.111145	-1691.076532	-1578.403181	3269.479714	112.673351	4960.556246	2.589044	-2.443890	-0.161215	0.331691	-0.487305	-0.025534	-0.537919	-0.581253	0.157008
0.111164	-1691.083495	-1578.408545	3269.492040	112.674950	4960.575535	2.590530	-2.440732	-0.083367	0.330589	-0.489443	-0.013248	-0.537921	-0.580074	0.158542
0.111182	-1691.090458	-1578.413909	3269.504367	112.676549	4960.594825	2.592017	-2.437578	-0.005525	0.329490	-0.491578	-0.000879	-0.537923	-0.578889	0.159101
0.111200	-1691.097421	-1578.419273	3269.516694	112.678148	4960.614114	2.593505	-2.434426	0.072317	0.328390	-0.493709	0.011495	-0.537924	-0.577699	0.158681
0.111218	-1691.104384	-1578.424636	3269.529020	112.679748	4960.633404	2.594995	-2.431278	0.150167	0.327292	-0.495837	0.023798	-0.537926	-0.576504	0.157283
0.111236	-1691.111347	-1578.430000	3269.541347	112.681348	4960.652694	2.596487	-2.428131	0.228033	0.326194	-0.497962	0.035952	-0.537927	-0.575303	0.154918
0.111255	-1691.118311	-1578.435363	3269.553673	112.682948	4960.671984	2.597981	-2.424988	0.305921	0.325096	-0.500084	0.047881	-0.537927	-0.574097	0.151600
0.111273	-1691.125274	-1578.440726	3269.566000	112.684549	4960.691274	2.599477	-2.421846	0.383839	0.323999	-0.502203	0.059510	-0.537928	-0.572886	0.147349
0.111291	-1691.132238	-1578.446088	3269.578326	112.686150	4960.710565	2.600976	-2.418707	0.461793	0.322901	-0.504319	0.070767	-0.537927	-0.571669	0.142192
0.111309	-1691.139202	-1578.451451	3269.590653	112.687752	4960.729855	2.602477	-2.415569	0.539790	0.321803	-0.506432	0.081580	-0.537927	-0.570446	0.136162
0.111327	-1691.146166	-1578.456813	3269.602979	112.689354	4960.749145	2.603982	-2.412433	0.617837	0.320704	-0.508543	0.091884	-0.537925	-0.569219	0.129295
0.111345	-1691.153131	-1578.462175	3269.615305	112.690956	4960.768436	2.605489	-2.409299	0.695941	0.319605	-0.510651	0.101612	-0.537923	-0.567985	0.121637
0.111364	-1691.160095	-1578.467537	3269.627632	112.692559	4960.787727	2.607000	-2.406166	0.774106	0.318504	-0.512757	0.110704	-0.537920	-0.566746	0.113233
0.111382	-1691.167060	-1578.472898	3269.639958	112.694162	4960.807018	2.608514	-2.403034	0.852340	0.317403	-0.514860	0.119103	-0.537916	-0.565501	0.104137
0.111400	-1691.174025	-1578.478259	3269.652284	112.695765	4960.826309	2.610031	-2.399903	0.930646	0.316300	-0.516962	0.126757	-0.537910	-0.564250	0.094406
0.111418	-1691.180990	-1578.483621	3269.664610	112.697369	4960.845600	2.611552	-2.396773	1.009031	0.315196	-0.519061	0.133618	-0.537903	-0.562993	0.084101
0.111436	-1691.187955	-1578.488982	3269.676936	112.698973	4960.864891	2.613077	-2.393643	1.087498	0.314090	-0.521158	0.139642	-0.537895	-0.561730	0.073285
0.111455	-1691.194920	-1578.494342	3269.689263	112.700578	4960.884183	2.614604	-2.390514	1.166052	0.312983	-0.523253	0.144792	-0.537884	-0.560460	0.062028
0.111473	-1691.201886	-1578.499703	3269.701589	112.702183	4960.903474	2.616136	-2.387386	1.244696	0.311875	-0.525346	0.149036	-0.537872	-0.559185	0.050400
0.111491	-1691.208852	-1578.505063	3269.713915	112.703789	4960.922766	2.617670	-2.384257	1.323435	0.310764	-0.527437	0.152347	-0.537858	-0.557902	0.038473
0.111509	-1691.215817	-1578.510423	3269.726241	112.705394	4960.942058	2.619209	-2.381128	1.402269	0.309652	-0.529527	0.154705	-0.537841	-0.556613	0.026322
0.111527	-1691.222784	-1578.515783	3269.738566	112.707001	4960.961350	2.620750	-2.377999	1.481202	0.308538	-0.531614	0.156094	-0.537821	-0.555318	0.014023
0.111545	-1691.229750	-1578.521143	3269.750892	112.708607	4960.980642	2.622294	-2.374870	1.560236	0.307422	-0.533699	0.156507	-0.537798	-0.554015	0.001653
0.111564	-1691.236716	-1578.526502	3269.763218	112.710214	4960.999934	2.623842	-2.371740	1.639370	0.306304	-0.535783	0.155940	-0.537773	-0.552705	-0.010710
0.111582	-1691.243683	-1578.531861	3269.775544	112.711822	4961.019227	2.625392	-2.368609	1.718606	0.305185	-0.537864	0.154398	-0.537744	-0.551388	-0.022989
0.111600	-1691.250650	-1578.537220	3269.787870	112.713429	4961.038519	2.626944	-2.365478	1.797943	0.304064	-0.539944	0.151890	-0.537711	-0.550063	-0.035107
0.111618	-1691.257616	-1578.542579	3269.800195	112.715038	4961.057812	2.628499	-2.362346	1.877381	0.302941	-0.542021	0.148431	-0.537675	-0.548731	-0.046988
0.111636	-1691.264584	-1578.547937	3269.812521	112.716646	4961.077105	2.630056	-2.359213	1.956918	0.301816	-0.544096	0.144044	-0.537635	-0.547391	-0.058558
0.111655	-1691.271551	-1578.553296	3269.824847	112.718255	4961.096397	2.631615	-2.356079	2.036553	0.300690	-0.546169	0.138755	-0.537590	-0.546044	-0.069744
0.111673	-1691.278518	-1578.558654	3269.837172	112.719864	4961.115690	2.633175	-2.352944	2.116282	0.299563	-0.548240	0.132599	-0.537542	-0.544688	-0.080476
0.111691	-1691.285486	-1578.564012	3269.849498	112.721474	4961.134984	2.634737	-2.349808	2.196103	0.298434	-0.550309	0.125614	-0.537488	-0.543325	-0.090687
0.111709	-1691.292454	-1578.569370	3269.861823	112.723084	4961.154277	2.636300	-2.346671	2.276012	0.297304	-0.552374	0.117843	-0.537430	-0.541953	-0.100313
0.111727	-1691.299422	-1578.574727	3269.874149	112.724695	4961.173570	2.637863	-2.343533	2.356004	0.296173	-0.554438	0.109335	-0.537367	-0.540573	-0.109294
0.111745	-1691.306390	-1578.580084	3269.886474	112.726305	4961.192864	2.639426	-2.340394	2.436076	0.295041	-0.556498	0.100144	-0.537298	-0.539184	-0.117573
0.111764	-1691.313358	-1578.585441	3269.898799	112.727917	4961.212157	2.640989	-2.337253	2.516220	0.293908	-0.558555	0.090327	-0.537225	-0.537787	-0.125098
0.111782	-1691.320327	-1578.590798	3269.911125	112.729528	4961.231451	2.642552	-2.334112	2.596433	0.292775	-0.560610	0.079946	-0.537146	-0.536382	-0.131824
0.111800	-1691.327295	-1578.596155	3269.923450	112.731140	4961.250745	2.644114	-2.330969	2.676706	0.291642	-0.562661	0.069066	-0.537061	-0.534967	-0.137706
0.111818	-1691.334264	-1578.601511	3269.935775	112.732753	4961.270039	2.645675	-2.327826	2.757035	0.290508	-0.564709	0.057756	-0.536971	-0.533544	-0.142709
0.111836	-1691.341233	-1578.606867	3269.948100	112.734366	4961.289333	2.647235	-2.324681	2.837411	0.289375	-0.566753	0.046085	-0.536875	-0.532113	-0.146802
0.111855	-1691.348202	-1578.612223	3269.960426	112.735979	4961.308628	2.648792	-2.321536	2.917827	0.288242	-0.568794	0.034127	-0.536773	-0.530672	-0.149958
0.111873	-1691.355171	-1578.617579	3269.972751	112.737592	4961.327922	2.650348	-2.318389	2.998276	0.287110	-0.570830	0.021957	-0.536666	-0.529223	-0.152158
0.111891	-1691.362141	-1578.622935	3269.985076	112.739206	4961.347217	2.651901	-2.315242	3.078750	0.285978	-0.572863	0.009652	-0.536552	-0.527765	-0.153387
0.111909	-1691.369111	-1578.628290	3269.997401	112.740821	4961.366511	2.653451	-2.312095	-3.123945	0.284848	-0.574891	-0.002712	-0.536433	-0.526298	-0.153640
0.111927	-1691.376081	-1578.633645	3270.009726	112.742435	4961.385806	2.654997	-2.308947	-3.043446	0.283719	-0.576915	-0.015056	-0.536308	-0.524822	-0.152913
0.111945	-1691.383051	-1578.639000	3270.022051	112.744050	4961.405101	2.656540	-2.305799	-2.962946	0.282592	-0.578934	-0.027305	-0.536177	-0.523337	-0.151211
0.111964	-1691.390021	-1578.644355	3270.034376	112.745666	4961.424396	2.658080	-2.302650	-2.882454	0.281466	-0.580948	-0.039380	-0.536040	-0.521843	-0.148546
0.111982	-1691.396991	-1578.649709	3270.046700	112.747282	4961.443692	2.659615	-2.299501	-2.801977	0.280342	-0.582958	-0.051206	-0.535897	-0.520341	-0.144933
0.112000	-1691.403962	-1578.655064	3270.059025	112.748898	4961.462987	2.661147	-2.296352	-2.721500	0.279220	-0.584963	-0.062712	-0.535749	-0.518830	-0.140394
0.112018	-1691.410932	-1578.660418	3270.071350	112.750515	4961.482282	2.662673	-2.293204	-2.641078	0.278101	-0.586962	-0.073820	-0.535594	-0.517311	-0.134961
0.112036	-1691.417903	-1578.665772	3270.083675	112.752132	4961.501578	2.664194	-2.290056	-2.560695	0.276985	-0.588955	-0.084463	-0.535435	-0.515783	-0.128666
0.112055	-1691.424874	-1578.671125	3270.095999	112.753749	4961.520874	2.665710	-2.286909	-2.480359	0.275872	-0.590943	-0.094575	-0.535270	-0.514246	-0.121548
0.112073	-1691.431846	-1578.676479	3270.108324	112.755367	4961.540170	2.667221	-2.283762	-2.400075	0.274762	-0.592925	-0.104091	-0.535099	-0.512702	-0.113652
0.112091	-1691.438817	-1578.681832	3270.120649	112.756985	4961.559466	2.668726	-2.280617	-2.319852	0.273655	-0.594901	-0.112954	-0.534924	-0.511149	-0.105028
0.112109	-1691.445788	-1578.687185	3270.132973	112.758604	4961.578762	2.670226	-2.277472	-2.239694	0.272551	-0.596871	-0.121106	-0.534743	-0.509588	-0.095730
0.112127	-1691.452760	-1578.692538	3270.145298	112.760223	4961.598058	2.671720	-2.274329	-2.159608	0.271452	-0.598835	-0.128497	-0.534558	-0.508019	-0.085815
0.112145	-1691.459732	-1578.697890	3270.157622	112.761842	4961.617354	2.673208	-2.271187	-2.079598	0.270356	-0.600792	-0.135080	-0.534368	-0.506442	-0.075346
0.112164	-1691.466704	-1578.703242	3270.169947	112.763462	4961.636651	2.674690	-2.268047	-1.999670	0.269264	-0.602743	-0.140815	-0.534174	-0.504858	-0.064389
0.112182	-1691.473676	-1578.708595	3270.182271	112.765082	4961.655948	2.676167	-2.264909	-1.919828	0.268176	-0.604688	-0.145665	-0.533975	-0.503266	-0.053012
0.112200	-1691.480649	-1578.713946	3270.194595	112.766702	4961.675244	2.677638	-2.261772	-1.840074	0.267092	-0.606626	-0.149599	-0.533773	-0.501666	-0.041287
0.112218	-1691.487622	-1578.719298	3270.206920	112.768323	4961.694541	2.679102	-2.258638	-1.760413	0.266012	-0.608557	-0.152594	-0.533567	-0.500060	-0.029286
0.112236	-1691.494594	-1578.724650	3270.219244	112.769945	4961.713838	2.680561	-2.255506	-1.680847	0.264937	-0.610482	-0.154630	-0.533357	-0.498446	-0.017086
0.112255	-1691.501567	-1578.730001	3270.231568	112.771566	4961.733135	2.682015	-2.252376	-1.601376	0.263865	-0.612399	-0.155694	-0.533144	-0.496826	-0.004763
0.112273	-1691.508540	-1578.735352	3270.243892	112.773188	4961.752433	2.683463	-2.249249	-1.522003	0.262799	-0.614310	-0.155780	-0.532928	-0.495199	0.007607
0.112291	-1691.515514	-1578.740703	3270.256217	112.774811	4961.771730	2.684905	-2.246125	-1.442729	0.261736	-0.616214	-0.154887	-0.532710	-0.493566	0.019945
0.112309	-1691.522487	-1578.746054	3270.268541	112.776434	4961.791028	2.686342	-2.243004	-1.363553	0.260678	-0.618111	-0.153021	-0.532488	-0.491926	0.032175
0.112327	-1691.529461	-1578.751404	3270.280865	112.778057	4961.810325	2.687774	-2.239885	-1.284474	0.259625	-0.620001	-0.150193	-0.532264	-0.490280	0.044219
0.112345	-1691.536435	-1578.756754	3270.293189	112.779680	4961.829623	2.689201	-2.236770	-1.205492	0.258575	-0.621885	-0.146421	-0.532039	-0.488628	0.056002
0.112364	-1691.543409	-1578.762104	3270.305513	112.781304	4961.848921	2.690623	-2.233658	-1.126605	0.257530	-0.623762	-0.141729	-0.531811	-0.486971	0.067450
0.112382	-1691.550383	-1578.767454	3270.317837	112.782929	4961.868219	2.692041	-2.230549	-1.047812	0.256489	-0.625631	-0.136146	-0.531582	-0.485307	0.078493
0.112400	-1691.557357	-1578.772804	3270.330160	112.784553	4961.887517	2.693455	-2.227443	-0.969108	0.255452	-0.627494	-0.129707	-0.531351	-0.483638	0.089059
0.112418	-1691.564331	-1578.778153	3270.342484	112.786179	4961.906816	2.694866	-2.224340	-0.890491	0.254419	-0.629351	-0.122452	-0.531119	-0.481964	0.099084
0.112436	-1691.571306	-1578.783502	3270.354808	112.787804	4961.926114	2.696272	-2.221241	-0.811958	0.253390	-0.631201	-0.114426	-0.530885	-0.480285	0.108504
0.112455	-1691.578281	-1578.788851	3270.367132	112.789430	4961.945413	2.697676	-2.218146	-0.733505	0.252364	-0.633044	-0.105680	-0.530651	-0.478601	0.117260
0.112473	-1691.585256	-1578.794200	3270.379456	112.791056	4961.964712	2.699076	-2.215054	-0.655126	0.251342	-0.634881	-0.096269	-0.530417	-0.476911	0.125298
0.112491	-1691.592231	-1578.799548	3270.391779	112.792683	4961.984010	2.700474	-2.211965	-0.576818	0.250324	-0.636711	-0.086252	-0.530181	-0.475217	0.132566
0.112509	-1691.599207	-1578.804896	3270.404103	112.794310	4962.003309	2.701870	-2.208880	-0.498575	0.249308	-0.638536	-0.075690	-0.529946	-0.473518	0.139021
0.112527	-1691.606182	-1578.810244	3270.416427	112.795938	4962.022609	2.703265	-2.205798	-0.420391	0.248296	-0.640354	-0.064651	-0.529710	-0.471815	0.144620
0.112545	-1691.613158	-1578.815592	3270.428750	112.797565	4962.041908	2.704657	-2.202720	-0.342261	0.247286	-0.642166	-0.053203	-0.529473	-0.470107	0.149329
0.112564	-1691.620134	-1578.820940	3270.441074	112.799194	4962.061207	2.706049	-2.199645	-0.264179	0.246279	-0.643972	-0.041419	-0.529237	-0.468395	0.153119
0.112582	-1691.627110	-1578.826287	3270.453397	112.800822	4962.080507	2.707440	-2.196573	-0.186139	0.245275	-0.645773	-0.029371	-0.529001	-0.466678	0.155965
0.112600	-1691.634086	-1578.831635	3270.465720	112.802451	4962.099806	2.708831	-2.193504	-0.108134	0.244272	-0.647568	-0.017136	-0.528765	-0.464957	0.157850
0.112618	-1691.641062	-1578.836982	3270.478044	112.804081	4962.119106	2.710222	-2.190439	-0.030157	0.243272	-0.649357	-0.004789	-0.528528	-0.463232	0.158762
0.112636	-1691.648039	-1578.842328	3270.490367	112.805710	4962.138406	2.711613	-2.187376	0.047797	0.242273	-0.651141	0.007591	-0.528292	-0.461502	0.158695
0.112655	-1691.655016	-1578.847675	3270.502691	112.807340	4962.157706	2.713005	-2.184317	0.125737	0.241276	-0.652920	0.019927	-0.528056	-0.459768	0.157649
0.112673	-1691.661992	-1578.853021	3270.515014	112.808971	4962.177006	2.714398	-2.181260	0.203668	0.240280	-0.654694	0.032143	-0.527821	-0.458030	0.155632
0.112691	-1691.668969	-1578.858368	3270.527337	112.810602	4962.196306	2.715793	-2.178206	0.281598	0.239285	-0.656463	0.044161	-0.527585	-0.456288	0.152656
0.112709	-1691.675947	-1578.863713	3270.539660	112.812233	4962.215607	2.717189	-2.175155	0.359533	0.238291	-0.658227	0.055906	-0.527349	-0.454542	0.148739
0.112727	-1691.682924	-1578.869059	3270.551983	112.813865	4962.234907	2.718587	-2.172106	0.437480	0.237297	-0.659987	0.067306	-0.527114	-0.452791	0.143906
0.112745	-1691.689902	-1578.874405	3270.564306	112.815497	4962.254208	2.719987	-2.169059	0.515447	0.236304	-0.661742	0.078287	-0.526878	-0.451036	0.138186
0.112764	-1691.696879	-1578.879750	3270.576629	112.817129	4962.273509	2.721390	-2.166014	0.593439	0.235312	-0.663493	0.088782	-0.526642	-0.449276	0.131617
0.112782	-1691.703857	-1578.885095	3270.588952	112.818762	4962.292810	2.722795	-2.162971	0.671463	0.234319	-0.665239	0.098725	-0.526405	-0.447512	0.124239
0.112800	-1691.710835	-1578.890440	3270.601275	112.820396	4962.312111	2.724204	-2.159930	0.749526	0.233326	-0.666981	0.108054	-0.526168	-0.445744	0.116098
0.112818	-1691.717814	-1578.895785	3270.613598	112.822029	4962.331412	2.725615	-2.156890	0.827633	0.232333	-0.668719	0.116710	-0.525931	-0.443971	0.107246
0.112836	-1691.724792	-1578.901129	3270.625921	112.823663	4962.350713	2.727030	-2.153852	0.905791	0.231340	-0.670453	0.124639	-0.525692	-0.442193	0.097737
0.112855	-1691.731771	-1578.906473	3270.638244	112.825298	4962.370015	2.728447	-2.150815	0.984005	0.230346	-0.672183	0.131792	-0.525453	-0.440411	0.087631
0.112873	-1691.738750	-1578.911817	3270.650567	112.826932	4962.389316	2.729869	-2.147779	1.062281	0.229351	-0.673909	0.138123	-0.525213	-0.438623	0.076991
0.112891	-1691.745729	-1578.917161	3270.662890	112.828567	4962.408618	2.731293	-2.144743	1.140623	0.228356	-0.675632	0.143593	-0.524971	-0.436831	0.065885
0.112909	-1691.752708	-1578.922505	3270.675212	112.830203	4962.427920	2.732722	-2.141709	1.219037	0.227359	-0.677350	0.148169	-0.524728	-0.435033	0.054381
0.112927	-1691.759687	-1578.927848	3270.687535	112.831839	4962.447222	2.734153	-2.138675	1.297526	0.226362	-0.679065	0.151820	-0.524483	-0.433230	0.042552
0.112945	-1691.766666	-1578.933191	3270.699858	112.833475	4962.466524	2.735588	-2.135641	1.376095	0.225363	-0.680777	0.154525	-0.524236	-0.431421	0.030472
0.112964	-1691.773646	-1578.938534	3270.712180	112.835112	4962.485826	2.737027	-2.132608	1.454747	0.224364	-0.682484	0.156266	-0.523987	-0.429607	0.018217
0.112982	-1691.780626	-1578.943877	3270.724503	112.836749	4962.505129	2.738469	-2.129574	1.533485	0.223363	-0.684188	0.157033	-0.523736	-0.427787	0.005862
0.113000	-1691.787606	-1578.949219	3270.736825	112.838386	4962.524431	2.739913	-2.126541	1.612296	0.222362	-0.685888	0.156819	-0.523483	-0.425962	-0.006512
0.113018	-1691.794586	-1578.954562	3270.749148	112.840024	4962.543734	2.741361	-2.123507	1.691216	0.221359	-0.687585	0.155629	-0.523226	-0.424131	-0.018832
0.113036	-1691.801566	-1578.959904	3270.761470	112.841663	4962.563036	2.742812	-2.120472	1.770227	0.220355	-0.689278	0.153469	-0.522966	-0.422293	-0.031019
0.113055	-1691.808547	-1578.965246	3270.773792	112.843301	4962.582339	2.744266	-2.117437	1.849333	0.219350	-0.690967	0.150352	-0.522703	-0.420449	-0.042996
0.113073	-1691.815527	-1578.970587	3270.786115	112.844940	4962.601642	2.745722	-2.114402	1.928533	0.218344	-0.692653	0.146298	-0.522436	-0.418599	-0.054689
0.113091	-1691.822508	-1578.975929	3270.798437	112.846580	4962.620945	2.747180	-2.111365	2.007826	0.217337	-0.694334	0.141332	-0.522166	-0.416742	-0.066024
0.113109	-1691.829489	-1578.981270	3270.810759	112.848219	4962.640249	2.748640	-2.108328	2.087214	0.216330	-0.696012	0.135486	-0.521892	-0.414878	-0.076931
0.113127	-1691.836470	-1578.986611	3270.823082	112.849859	4962.659552	2.750102	-2.105289	2.166694	0.215321	-0.697685	0.128795	-0.521613	-0.413008	-0.087340
0.113145	-1691.843452	-1578.991952	3270.835404	112.851500	4962.678856	2.751565	-2.102250	2.246265	0.214313	-0.699354	0.121303	-0.521331	-0.411130	-0.097187
0.113164	-1691.850433	-1578.997292	3270.847726	112.853141	4962.698159	2.753029	-2.099209	2.325925	0.213303	-0.701019	0.113056	-0.521044	-0.409246	-0.106411
0.113182	-1691.857415	-1579.002633	3270.860048	112.854782	4962.717463	2.754493	-2.096167	2.405670	0.212294	-0.702680	0.104106	-0.520752	-0.407355	-0.114953
0.113200	-1691.864397	-1579.007973	3270.872370	112.856424	4962.736767	2.755958	-2.093124	2.485498	0.211285	-0.704336	0.094508	-0.520455	-0.405456	-0.122759
0.113218	-1691.871379	-1579.013313	3270.884692	112.858066	4962.756071	2.757423	-2.090080	2.565405	0.210275	-0.705987	0.084324	-0.520154	-0.403550	-0.129782
0.113236	-1691.878361	-1579.018653	3270.897014	112.859708	4962.775375	2.758887	-2.087034	2.645386	0.209267	-0.707633	0.073616	-0.519848	-0.401637	-0.135977
0.113255	-1691.885344	-1579.023992	3270.909336	112.861351	4962.794679	2.760350	-2.083988	2.725437	0.208258	-0.709275	0.062453	-0.519536	-0.399716	-0.141305
0.113273	-1691.892326	-1579.029332	3270.921658	112.862994	4962.813984	2.761812	-2.080939	2.805552	0.207251	-0.710911	0.050903	-0.519219	-0.397788	-0.145733
0.113291	-1691.899309	-1579.034671	3270.933980	112.864638	4962.833288	2.763272	-2.077890	2.885726	0.206244	-0.712542	0.039040	-0.518897	-0.395852	-0.149233
0.113309	-1691.906292	-1579.040010	3270.946301	112.866282	4962.852593	2.764730	-2.074840	2.965953	0.205239	-0.714167	0.026937	-0.518569	-0.393909	-0.151784
0.113327	-1691.913275	-1579.045348	3270.958623	112.867926	4962.871898	2.766186	-2.071788	3.046226	0.204235	-0.715787	0.014671	-0.518236	-0.391958	-0.153369
0.113345	-1691.920258	-1579.050687	3270.970945	112.869571	4962.891203	2.767639	-2.068735	3.126538	0.203233	-0.717401	0.002318	-0.517898	-0.390000	-0.153979
0.113364	-1691.927241	-1579.056025	3270.983266	112.871216	4962.910508	2.769088	-2.065681	-3.076302	0.202233	-0.719009	-0.010043	-0.517554	-0.388034	-0.153609
0.113382	-1691.934225	-1579.061363	3270.995588	112.872862	4962.929813	2.770534	-2.062627	-2.995931	0.201235	-0.720610	-0.022337	-0.517204	-0.386061	-0.152262
0.113400	-1691.941209	-1579.066701	3271.007910	112.874508	4962.949118	2.771976	-2.059571	-2.915543	0.200239	-0.722205	-0.034485	-0.516849	-0.384080	-0.149947
0.113418	-1691.948193	-1579.072039	3271.020231	112.876154	4962.968424	2.773414	-2.056515	-2.835143	0.199246	-0.723794	-0.046411	-0.516489	-0.382092	-0.146677
0.113436	-1691.955177	-1579.077376	3271.032553	112.877801	4962.987729	2.774846	-2.053458	-2.754740	0.198256	-0.725376	-0.058041	-0.516124	-0.380096	-0.142475
0.113455	-1691.962161	-1579.082713	3271.044874	112.879448	4963.007035	2.776274	-2.050401	-2.674342	0.197269	-0.726951	-0.069302	-0.515753	-0.378093	-0.137365
0.113473	-1691.969145	-1579.088050	3271.057196	112.881095	4963.026341	2.777697	-2.047343	-2.593955	0.196285	-0.728519	-0.080123	-0.515377	-0.376083	-0.131380
0.113491	-1691.976130	-1579.093387	3271.069517	112.882743	4963.045647	2.779114	-2.044286	-2.513587	0.195305	-0.730079	-0.090437	-0.514996	-0.374066	-0.124558
0.113509	-1691.983115	-1579.098723	3271.081838	112.884391	4963.064953	2.780525	-2.041228	-2.433246	0.194329	-0.731633	-0.100178	-0.514611	-0.372042	-0.116940
0.113527	-1691.990100	-1579.104060	3271.094159	112.886040	4963.084259	2.781930	-2.038170	-2.352938	0.193356	-0.733178	-0.109286	-0.514220	-0.370010	-0.108576
0.113545	-1691.997085	-1579.109396	3271.106481	112.887689	4963.103566	2.783328	-2.035113	-2.272669	0.192388	-0.734717	-0.117703	-0.513826	-0.367973	-0.099518
0.113564	-1692.004070	-1579.114732	3271.118802	112.889338	4963.122872	2.784721	-2.032056	-2.192448	0.191424	-0.736247	-0.125378	-0.513426	-0.365928	-0.089821
0.113582	-1692.011056	-1579.120067	3271.131123	112.890988	4963.142179	2.786106	-2.028999	-2.112279	0.190464	-0.737769	-0.132261	-0.513023	-0.363877	-0.079548
0.113600	-1692.018041	-1579.125403	3271.143444	112.892638	4963.161485	2.787485	-2.025944	-2.032168	0.189509	-0.739284	-0.138309	-0.512616	-0.361820	-0.068762
0.113618	-1692.025027	-1579.130738	3271.155765	112.894289	4963.180792	2.788857	-2.022889	-1.952122	0.188559	-0.740790	-0.143485	-0.512204	-0.359756	-0.057530
0.113636	-1692.032013	-1579.136073	3271.168086	112.895940	4963.200099	2.790222	-2.019836	-1.872144	0.187613	-0.742288	-0.147756	-0.511790	-0.357687	-0.045925
0.113655	-1692.038999	-1579.141408	3271.180407	112.897591	4963.219406	2.791580	-2.016783	-1.792240	0.186672	-0.743778	-0.151096	-0.511372	-0.355612	-0.034017
0.113673	-1692.045985	-1579.146743	3271.192728	112.899243	4963.238714	2.792932	-2.013733	-1.712412	0.185737	-0.745260	-0.153483	-0.510950	-0.353531	-0.021882
0.113691	-1692.052972	-1579.152077	3271.205049	112.900895	4963.258021	2.794276	-2.010684	-1.632666	0.184806	-0.746733	-0.154902	-0.510526	-0.351444	-0.009596
0.113709	-1692.059959	-1579.157411	3271.217370	112.902547	4963.277329	2.795614	-2.007636	-1.553003	0.183880	-0.748197	-0.155345	-0.510100	-0.349353	0.002764
0.113727	-1692.066945	-1579.162745	3271.229691	112.904200	4963.296636	2.796944	-2.004591	-1.473427	0.182959	-0.749654	-0.154808	-0.509671	-0.347256	0.015121
0.113745	-1692.073932	-1579.168079	3271.242012	112.905853	4963.315944	2.798269	-2.001547	-1.393939	0.182044	-0.751102	-0.153295	-0.509240	-0.345154	0.027398
0.113764	-1692.080920	-1579.173413	3271.254332	112.907507	4963.335252	2.799586	-1.998506	-1.314540	0.181133	-0.752541	-0.150816	-0.508807	-0.343047	0.039516
0.113782	-1692.087907	-1579.178746	3271.266653	112.909161	4963.354560	2.800898	-1.995467	-1.235232	0.180227	-0.753972	-0.147386	-0.508372	-0.340936	0.051401
